,Instance,Solution
11933,"[0, 13, 0, 0, 0, 2, 3, 0, 13, 14, 0, 15, 20, 0, 4, 4, 0, 16, 0, 9]","[7, 10, 12, 18, 20]"
11934,"[16, 20, 7, 16, 1, 0, 5, 13, 0, 0, 0, 15, 0, 10, 4, 1, 6, 12, 0, 13]","[7, 14, 16, 17, 18, 20]"
11935,"[5, 9, 0, 0, 1, 17, 3, 13, 0, 0, 3, 18, 0, 10, 0, 4, 0, 16, 0, 9]","[5, 6, 8, 11, 12, 14]"
11936,"[5, 9, 0, 0, 0, 2, 19, 13, 2, 14, 0, 0, 0, 0, 16, 0, 6, 0, 7, 13]","[10, 15, 17, 19, 20]"
11937,"[5, 19, 0, 0, 1, 17, 5, 0, 0, 0, 9, 0, 9, 10, 4, 0, 6, 0, 2, 2]","[7, 11, 15, 17, 19]"
11938,"[0, 0, 0, 0, 7, 17, 0, 0, 0, 0, 0, 15, 8, 10, 0, 4, 0, 0, 0, 2]","[5, 6, 12, 13, 14]"
11939,"[0, 0, 0, 14, 1, 17, 0, 13, 20, 0, 9, 15, 9, 0, 16, 0, 0, 4, 0, 11]","[5, 6, 8, 11, 12, 18]"
11940,"[5, 0, 11, 18, 0, 17, 5, 13, 11, 0, 9, 0, 20, 0, 0, 15, 0, 16, 7, 0]","[1, 6, 8, 11, 16, 19]"
11941,"[16, 20, 0, 14, 1, 0, 5, 13, 20, 0, 9, 0, 8, 10, 4, 0, 0, 12, 0, 9]","[7, 8, 11, 14, 18]"
11942,"[16, 20, 11, 0, 7, 2, 19, 13, 0, 0, 0, 18, 0, 10, 0, 0, 6, 0, 0, 2]","[3, 7, 8, 12, 14, 17]"
11943,"[5, 6, 0, 18, 0, 17, 5, 13, 20, 14, 0, 0, 9, 0, 4, 18, 6, 4, 7, 2]","[1, 10, 13, 17, 18, 19]"
11944,"[0, 9, 0, 0, 1, 0, 0, 13, 11, 0, 9, 0, 0, 4, 0, 15, 6, 16, 2, 0]","[5, 8, 11, 17, 18, 19]"
11945,"[5, 0, 0, 16, 1, 17, 19, 0, 13, 14, 3, 18, 20, 16, 0, 18, 6, 0, 2, 11]","[5, 11, 12, 14, 17, 19]"
11946,"[5, 0, 11, 0, 1, 0, 0, 0, 13, 0, 3, 18, 20, 0, 4, 18, 6, 12, 2, 13]","[5, 11, 12, 15, 17, 20]"
11947,"[16, 0, 0, 0, 0, 0, 0, 13, 11, 14, 3, 18, 20, 16, 4, 18, 6, 0, 0, 2]","[10, 11, 12, 15, 17, 20]"
11948,"[0, 19, 0, 18, 1, 17, 5, 13, 20, 14, 9, 18, 2, 10, 16, 14, 6, 0, 0, 0]","[7, 8, 10, 11, 12, 15, 17]"
11949,"[16, 0, 0, 0, 0, 0, 0, 13, 11, 0, 3, 15, 0, 4, 0, 14, 0, 12, 0, 0]","[8, 11, 16, 18]"
11950,"[0, 9, 0, 0, 7, 2, 5, 13, 11, 14, 0, 18, 2, 4, 16, 0, 6, 12, 0, 2]","[7, 10, 12, 15, 17, 20]"
11951,"[0, 9, 0, 0, 7, 17, 19, 0, 20, 0, 3, 18, 0, 0, 4, 18, 6, 0, 0, 0]","[7, 9, 12, 15, 17]"
11952,"[0, 0, 7, 15, 0, 17, 5, 13, 2, 14, 0, 15, 8, 4, 0, 15, 6, 4, 7, 13]","[10, 12, 17, 18, 19, 20]"
11953,"[16, 6, 0, 0, 0, 0, 0, 13, 11, 14, 20, 0, 0, 16, 0, 4, 6, 12, 0, 9]","[8, 10, 11, 17, 18]"
11954,"[0, 19, 7, 16, 0, 17, 3, 0, 0, 0, 0, 15, 2, 16, 0, 0, 6, 0, 0, 13]","[7, 12, 14, 17, 20]"
11955,"[16, 9, 0, 15, 1, 0, 5, 13, 20, 0, 0, 15, 2, 4, 0, 15, 0, 0, 2, 0]","[7, 8, 12, 14, 19]"
11956,"[0, 13, 0, 0, 7, 0, 19, 13, 2, 14, 20, 15, 20, 4, 0, 0, 6, 4, 2, 0]","[8, 10, 11, 12, 17, 18, 19]"
11957,"[16, 6, 7, 0, 0, 0, 0, 13, 0, 14, 0, 15, 0, 0, 4, 14, 0, 16, 0, 0]","[3, 8, 10, 12, 18]"
11958,"[16, 13, 0, 15, 0, 2, 19, 13, 20, 14, 3, 18, 2, 16, 0, 0, 6, 16, 2, 0]","[1, 8, 10, 11, 12, 17, 19]"
11959,"[0, 0, 0, 0, 7, 0, 5, 13, 13, 14, 20, 0, 20, 10, 0, 0, 0, 0, 7, 2]","[8, 11, 14, 19]"
11960,"[16, 0, 11, 0, 0, 0, 5, 0, 13, 0, 9, 18, 0, 4, 0, 18, 6, 0, 0, 11]","[7, 12, 14, 17, 20]"
11961,"[5, 6, 0, 14, 0, 0, 0, 13, 13, 0, 9, 15, 0, 4, 0, 0, 6, 4, 7, 2]","[1, 8, 11, 12, 17, 18, 19]"
11962,"[0, 0, 0, 18, 0, 17, 5, 13, 0, 14, 0, 0, 8, 0, 4, 4, 0, 0, 7, 13]","[6, 10, 15, 19, 20]"
11963,"[16, 0, 11, 0, 0, 0, 3, 0, 0, 0, 20, 18, 0, 4, 0, 18, 0, 0, 0, 0]","[11, 12, 14]"
11964,"[16, 0, 7, 18, 0, 17, 0, 0, 11, 0, 20, 15, 9, 10, 0, 0, 6, 0, 0, 9]","[3, 12, 14, 17, 20]"
11965,"[0, 6, 11, 0, 0, 0, 0, 0, 20, 14, 9, 18, 2, 4, 4, 0, 6, 0, 0, 0]","[3, 10, 12, 13, 15, 17]"
11966,"[0, 0, 11, 0, 7, 17, 3, 13, 11, 0, 0, 15, 20, 10, 0, 0, 6, 0, 2, 13]","[7, 8, 12, 14, 17, 19]"
11967,"[0, 6, 0, 15, 1, 0, 3, 0, 13, 14, 20, 15, 0, 4, 12, 15, 6, 4, 2, 13]","[5, 10, 11, 12, 17, 18, 19]"
11968,"[0, 13, 0, 0, 0, 2, 0, 13, 2, 0, 20, 18, 8, 0, 0, 14, 0, 0, 7, 0]","[8, 11, 16, 19]"
11969,"[16, 0, 7, 14, 1, 0, 3, 0, 11, 14, 0, 15, 0, 10, 12, 0, 6, 0, 2, 2]","[5, 7, 14, 15, 17, 20]"
11970,"[0, 0, 0, 0, 1, 2, 19, 0, 11, 14, 9, 0, 0, 0, 16, 4, 0, 12, 0, 0]","[5, 6, 7, 10, 11, 18]"
11971,"[0, 0, 7, 14, 1, 2, 5, 0, 11, 0, 0, 0, 20, 16, 12, 18, 6, 4, 7, 11]","[15, 16, 17, 19, 20]"
11972,"[5, 0, 11, 18, 0, 17, 3, 13, 13, 14, 9, 0, 0, 10, 0, 15, 6, 0, 0, 9]","[1, 8, 11, 14, 16, 17]"
11973,"[0, 13, 0, 16, 0, 0, 0, 13, 0, 14, 9, 18, 20, 4, 16, 4, 6, 12, 0, 13]","[8, 10, 11, 12, 15, 17]"
11974,"[16, 0, 0, 0, 7, 0, 5, 0, 2, 14, 20, 18, 0, 0, 0, 15, 6, 16, 2, 0]","[7, 10, 11, 17, 18, 19]"
11975,"[0, 0, 0, 16, 1, 0, 19, 0, 13, 0, 0, 0, 0, 16, 16, 18, 0, 0, 2, 0]","[5, 7, 9, 15]"
11976,"[5, 6, 0, 14, 0, 2, 19, 13, 2, 14, 9, 15, 9, 16, 12, 18, 0, 0, 7, 0]","[6, 7, 8, 11, 15, 16]"
11977,"[16, 0, 7, 15, 1, 0, 0, 13, 2, 0, 3, 0, 0, 10, 12, 18, 6, 0, 7, 0]","[8, 11, 14, 15, 16, 17, 19]"
11978,"[0, 6, 0, 14, 0, 17, 3, 13, 20, 0, 0, 0, 2, 4, 16, 15, 0, 16, 2, 9]","[7, 8, 18, 19]"
11979,"[5, 6, 0, 0, 0, 2, 3, 13, 0, 14, 20, 0, 8, 0, 0, 0, 0, 0, 2, 9]","[1, 8, 10, 11, 19]"
11980,"[5, 13, 7, 0, 1, 0, 0, 0, 11, 14, 3, 15, 2, 16, 4, 18, 6, 4, 2, 11]","[5, 10, 11, 12, 17, 18, 19]"
11981,"[16, 6, 11, 0, 1, 17, 3, 13, 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 2, 9]","[5, 7, 8, 18, 19]"
11982,"[0, 0, 11, 0, 7, 2, 5, 13, 0, 14, 0, 0, 0, 0, 4, 0, 6, 0, 0, 9]","[3, 7, 8, 10, 15, 17]"
11983,"[5, 0, 7, 18, 0, 0, 5, 13, 2, 14, 20, 0, 20, 0, 12, 0, 6, 12, 7, 9]","[1, 8, 10, 11, 17, 18, 19]"
11984,"[0, 0, 11, 0, 7, 0, 5, 0, 0, 0, 3, 0, 8, 0, 0, 14, 0, 12, 7, 0]","[11, 13, 16, 18, 19]"
11985,"[16, 0, 0, 15, 7, 2, 0, 13, 13, 14, 0, 0, 20, 4, 4, 0, 0, 16, 7, 9]","[5, 6, 8, 10, 18]"
11986,"[0, 13, 11, 15, 1, 2, 3, 13, 0, 14, 20, 0, 0, 0, 0, 1, 6, 4, 2, 11]","[5, 8, 10, 11, 17, 18, 19]"
11987,"[0, 0, 0, 0, 7, 0, 5, 0, 13, 14, 3, 0, 20, 0, 16, 15, 6, 16, 2, 0]","[5, 9, 10, 11, 17, 18]"
11988,"[16, 9, 0, 15, 0, 2, 19, 13, 11, 14, 0, 18, 0, 0, 4, 1, 6, 4, 2, 2]","[8, 10, 12, 15, 17, 19]"
11989,"[16, 0, 11, 0, 0, 0, 19, 13, 20, 14, 0, 15, 8, 0, 0, 1, 6, 12, 0, 0]","[1, 3, 7, 10, 12, 13, 17]"
11990,"[16, 13, 0, 18, 1, 0, 0, 13, 20, 0, 20, 18, 20, 0, 12, 15, 6, 0, 2, 13]","[4, 5, 8, 11, 15, 17, 19]"
11991,"[0, 6, 7, 15, 7, 2, 3, 0, 11, 14, 9, 18, 2, 0, 16, 1, 6, 16, 7, 0]","[10, 11, 12, 15, 17, 19]"
11992,"[5, 0, 11, 15, 1, 0, 19, 0, 11, 14, 0, 15, 0, 0, 12, 0, 6, 0, 2, 11]","[5, 7, 10, 15, 17, 20]"
11993,"[16, 13, 0, 0, 0, 17, 19, 13, 20, 0, 0, 18, 0, 4, 16, 0, 0, 16, 0, 11]","[6, 7, 12, 15, 20]"
11994,"[16, 0, 0, 0, 0, 17, 3, 13, 0, 0, 9, 0, 9, 10, 16, 15, 6, 12, 0, 11]","[8, 11, 14, 16, 17, 18]"
11995,"[0, 19, 7, 0, 7, 0, 3, 0, 11, 0, 0, 0, 8, 16, 0, 18, 6, 0, 0, 9]","[7, 9, 13, 16, 17]"
11996,"[0, 0, 0, 15, 7, 0, 0, 0, 0, 14, 3, 0, 0, 4, 16, 4, 6, 12, 0, 0]","[5, 10, 11, 17, 18]"
11997,"[16, 13, 7, 18, 7, 17, 0, 0, 11, 0, 0, 15, 0, 0, 0, 0, 6, 16, 7, 13]","[12, 17, 18, 19, 20]"
11998,"[16, 13, 0, 0, 7, 17, 19, 13, 0, 0, 20, 18, 20, 16, 4, 0, 6, 12, 7, 2]","[8, 11, 12, 15, 17, 19]"
11999,"[5, 0, 11, 0, 7, 0, 5, 0, 0, 14, 9, 0, 0, 16, 0, 15, 0, 16, 7, 0]","[10, 11, 18, 19]"
12000,"[5, 13, 0, 18, 0, 2, 0, 0, 11, 14, 9, 0, 20, 10, 0, 18, 6, 0, 0, 13]","[1, 14, 16, 17, 20]"
12001,"[0, 0, 11, 0, 1, 0, 3, 13, 20, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 13]","[5, 7, 14, 20]"
12002,"[0, 20, 7, 14, 7, 17, 5, 13, 0, 14, 20, 0, 8, 4, 12, 15, 0, 16, 7, 0]","[6, 8, 10, 11, 18, 19]"
12003,"[0, 0, 7, 18, 7, 17, 0, 0, 2, 0, 0, 15, 20, 10, 0, 14, 6, 12, 2, 2]","[5, 16, 17, 18, 20]"
12004,"[0, 9, 7, 15, 0, 17, 5, 0, 11, 0, 0, 0, 0, 4, 4, 0, 6, 4, 0, 0]","[7, 9, 17, 18]"
12005,"[5, 0, 0, 0, 0, 0, 19, 13, 0, 14, 3, 15, 0, 0, 0, 4, 6, 0, 2, 0]","[1, 8, 10, 11, 12, 17, 19]"
12006,"[0, 9, 0, 0, 0, 0, 19, 0, 0, 14, 0, 18, 8, 10, 0, 14, 6, 0, 0, 0]","[7, 12, 13, 14, 17]"
12007,"[0, 9, 7, 15, 1, 17, 5, 13, 0, 14, 0, 15, 2, 0, 16, 0, 0, 0, 7, 9]","[6, 10, 15, 19, 20]"
12008,"[5, 0, 7, 0, 7, 2, 3, 13, 0, 0, 0, 0, 0, 10, 16, 1, 6, 0, 7, 11]","[14, 16, 17, 19, 20]"
12009,"[5, 20, 7, 16, 0, 0, 19, 13, 0, 14, 3, 0, 8, 16, 16, 0, 0, 16, 0, 0]","[10, 11, 13, 18]"
12010,"[5, 0, 7, 18, 7, 2, 19, 0, 0, 0, 3, 15, 8, 0, 12, 1, 0, 0, 0, 11]","[7, 13, 15, 16, 20]"
12011,"[0, 19, 11, 0, 7, 0, 3, 0, 0, 0, 20, 0, 8, 0, 12, 0, 0, 12, 7, 11]","[2, 5, 13, 18, 20]"
12012,"[0, 20, 0, 16, 7, 2, 0, 13, 2, 14, 0, 15, 0, 0, 12, 18, 6, 12, 0, 0]","[5, 9, 15, 16, 17]"
12013,"[5, 0, 7, 14, 7, 2, 3, 0, 11, 0, 20, 0, 0, 0, 16, 14, 0, 4, 0, 0]","[1, 3, 6, 11, 18]"
12014,"[5, 0, 11, 0, 1, 17, 0, 13, 2, 0, 20, 0, 0, 16, 12, 1, 6, 0, 0, 2]","[8, 11, 15, 16, 17]"
12015,"[0, 13, 0, 18, 1, 17, 0, 0, 0, 14, 9, 0, 20, 0, 4, 1, 0, 16, 0, 0]","[5, 6, 10, 13, 18]"
12016,"[0, 9, 0, 16, 0, 2, 5, 0, 0, 0, 0, 15, 2, 16, 4, 0, 0, 4, 7, 13]","[12, 18, 19, 20]"
12017,"[0, 9, 11, 0, 1, 0, 0, 0, 0, 14, 9, 0, 0, 4, 0, 0, 0, 16, 2, 0]","[5, 10, 11, 18, 19]"
12018,"[16, 13, 11, 15, 7, 17, 0, 13, 0, 14, 0, 15, 8, 0, 16, 4, 6, 16, 0, 11]","[5, 10, 12, 13, 17, 18, 20]"
12019,"[0, 6, 0, 0, 0, 0, 3, 0, 0, 14, 0, 18, 9, 4, 0, 0, 0, 16, 0, 2]","[7, 12, 14, 20]"
12020,"[5, 19, 7, 14, 0, 0, 5, 0, 20, 14, 9, 18, 0, 4, 0, 1, 0, 0, 0, 11]","[1, 3, 11, 12, 14]"
12021,"[16, 19, 7, 14, 0, 0, 0, 13, 0, 14, 20, 18, 2, 0, 0, 15, 6, 0, 2, 0]","[1, 8, 10, 11, 12, 17, 19]"
12022,"[0, 0, 11, 0, 7, 0, 19, 13, 13, 14, 20, 0, 20, 0, 0, 1, 0, 4, 0, 2]","[7, 8, 10, 11, 18]"
12023,"[16, 20, 0, 15, 1, 0, 0, 13, 11, 14, 3, 0, 8, 10, 0, 0, 6, 4, 0, 0]","[5, 10, 11, 13, 17, 18]"
12024,"[5, 6, 7, 18, 1, 2, 19, 13, 0, 14, 20, 18, 2, 16, 0, 4, 0, 4, 0, 2]","[5, 6, 7, 8, 11, 12, 14]"
12025,"[16, 0, 7, 18, 1, 0, 3, 0, 0, 14, 3, 18, 9, 16, 12, 4, 6, 4, 2, 11]","[5, 11, 12, 14, 17, 19]"
12026,"[0, 19, 7, 16, 0, 17, 0, 13, 2, 0, 3, 0, 9, 10, 0, 0, 6, 16, 7, 11]","[8, 11, 17, 18, 19]"
12027,"[16, 0, 11, 18, 1, 0, 0, 13, 0, 0, 0, 0, 2, 0, 0, 14, 6, 12, 2, 9]","[3, 8, 16, 17, 18, 19]"
12028,"[5, 19, 7, 0, 1, 17, 3, 13, 0, 14, 20, 15, 9, 10, 12, 15, 0, 0, 7, 9]","[1, 6, 8, 11, 14, 16, 19]"
12029,"[16, 0, 0, 0, 7, 0, 0, 0, 0, 0, 9, 18, 2, 10, 12, 4, 0, 0, 0, 0]","[5, 13, 14, 15]"
12030,"[16, 0, 11, 14, 1, 0, 5, 13, 20, 14, 20, 0, 2, 0, 4, 18, 6, 16, 2, 2]","[7, 8, 10, 11, 17, 18, 19]"
12031,"[0, 19, 0, 16, 1, 17, 5, 0, 2, 14, 0, 0, 2, 0, 4, 18, 6, 16, 7, 0]","[7, 10, 13, 17, 18]"
12032,"[0, 13, 7, 0, 0, 0, 3, 13, 13, 14, 0, 0, 2, 10, 4, 4, 0, 0, 0, 11]","[7, 10, 15, 20]"
12033,"[0, 9, 0, 16, 0, 0, 3, 0, 13, 0, 3, 18, 2, 0, 0, 15, 6, 0, 0, 13]","[11, 16, 17, 20]"
12034,"[16, 20, 0, 0, 0, 0, 5, 13, 20, 14, 0, 18, 0, 0, 0, 14, 6, 0, 7, 13]","[1, 10, 12, 17, 19, 20]"
12035,"[16, 0, 0, 15, 7, 17, 0, 13, 0, 0, 0, 0, 2, 10, 0, 1, 0, 0, 7, 0]","[6, 8, 14, 16, 19]"
12036,"[0, 13, 11, 0, 7, 17, 5, 13, 0, 14, 9, 18, 20, 0, 12, 14, 6, 4, 0, 2]","[7, 8, 11, 15, 16, 17]"
12037,"[16, 0, 0, 16, 0, 2, 3, 0, 0, 14, 0, 0, 0, 0, 16, 4, 6, 0, 7, 11]","[10, 15, 17, 19, 20]"
12038,"[0, 20, 7, 0, 1, 17, 3, 13, 0, 14, 0, 0, 9, 10, 0, 15, 0, 4, 0, 0]","[5, 6, 7, 10, 13, 18]"
12039,"[0, 9, 7, 0, 0, 0, 19, 0, 0, 0, 0, 18, 0, 10, 0, 1, 6, 0, 7, 2]","[7, 14, 16, 17, 20]"
12040,"[0, 9, 7, 14, 7, 0, 0, 13, 13, 0, 0, 18, 0, 10, 0, 14, 6, 12, 2, 0]","[8, 16, 17, 18, 19]"
12041,"[16, 19, 0, 18, 7, 0, 3, 13, 20, 0, 20, 18, 2, 0, 12, 1, 0, 12, 7, 9]","[8, 11, 16, 18, 19]"
12042,"[16, 19, 11, 0, 0, 2, 5, 0, 2, 0, 3, 18, 2, 0, 4, 1, 0, 4, 2, 0]","[3, 7, 12, 15, 19]"
12043,"[5, 13, 0, 0, 0, 0, 0, 13, 20, 14, 9, 0, 0, 0, 16, 0, 6, 0, 7, 0]","[8, 10, 11, 15, 17, 19]"
12044,"[0, 9, 0, 16, 0, 2, 5, 13, 0, 14, 3, 0, 9, 0, 0, 0, 0, 4, 0, 0]","[6, 8, 10, 11, 18]"
12045,"[16, 13, 0, 0, 1, 17, 19, 0, 2, 14, 3, 15, 0, 10, 0, 0, 0, 0, 0, 11]","[5, 6, 7, 12, 14, 20]"
12046,"[5, 9, 7, 15, 0, 0, 3, 13, 20, 14, 9, 0, 9, 4, 16, 0, 6, 12, 7, 11]","[1, 8, 10, 11, 17, 18, 19]"
12047,"[16, 0, 0, 15, 1, 2, 0, 13, 0, 0, 9, 15, 0, 10, 16, 18, 0, 0, 7, 0]","[5, 6, 8, 11, 12, 14]"
12048,"[16, 13, 0, 0, 0, 17, 19, 0, 0, 0, 20, 0, 8, 16, 4, 14, 6, 16, 0, 0]","[7, 13, 17, 18]"
12049,"[5, 6, 11, 0, 0, 17, 3, 0, 11, 0, 3, 15, 0, 16, 12, 1, 0, 12, 0, 9]","[6, 7, 16, 18, 20]"
12050,"[0, 20, 0, 15, 7, 2, 19, 13, 20, 14, 9, 18, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 7, 8, 10, 11, 12]"
12051,"[5, 13, 0, 0, 1, 0, 3, 13, 13, 0, 0, 18, 0, 0, 0, 1, 0, 4, 7, 13]","[5, 7, 18, 20]"
12052,"[5, 0, 7, 15, 1, 17, 0, 0, 0, 14, 20, 15, 2, 10, 16, 0, 0, 4, 2, 0]","[1, 3, 6, 10, 11, 12, 18]"
12053,"[0, 13, 7, 14, 7, 0, 0, 13, 0, 0, 9, 0, 8, 16, 12, 0, 6, 16, 7, 9]","[4, 8, 11, 15, 17, 19]"
12054,"[16, 0, 11, 0, 1, 0, 0, 0, 0, 14, 20, 0, 8, 0, 4, 0, 0, 16, 2, 9]","[5, 10, 11, 18, 19]"
12055,"[16, 9, 7, 16, 7, 17, 0, 0, 20, 14, 20, 0, 0, 0, 12, 0, 0, 0, 0, 0]","[5, 6, 10, 11, 15]"
12056,"[16, 13, 0, 0, 7, 17, 19, 0, 0, 14, 9, 0, 8, 16, 0, 0, 6, 4, 7, 9]","[10, 17, 18, 19, 20]"
12057,"[0, 19, 11, 18, 7, 2, 3, 0, 11, 14, 0, 18, 9, 4, 12, 1, 6, 12, 0, 0]","[7, 13, 16, 17, 18]"
12058,"[5, 0, 11, 18, 0, 2, 5, 13, 11, 14, 3, 18, 8, 10, 0, 0, 6, 16, 2, 0]","[3, 7, 8, 12, 14, 17, 19]"
12059,"[0, 20, 11, 0, 7, 0, 3, 0, 0, 0, 20, 18, 8, 0, 0, 1, 6, 4, 7, 0]","[13, 17, 18, 19]"
12060,"[5, 19, 0, 0, 0, 2, 3, 0, 2, 14, 3, 0, 0, 0, 0, 0, 6, 0, 7, 0]","[1, 10, 11, 17, 19]"
12061,"[0, 20, 11, 18, 7, 0, 5, 13, 11, 14, 3, 0, 0, 16, 4, 14, 0, 16, 2, 0]","[3, 7, 8, 10, 18, 19]"
12062,"[0, 0, 0, 0, 1, 0, 3, 0, 2, 14, 0, 18, 0, 0, 12, 18, 6, 4, 2, 9]","[5, 7, 10, 17, 18, 20]"
12063,"[0, 9, 0, 15, 1, 17, 5, 0, 13, 14, 3, 18, 2, 0, 0, 14, 6, 0, 2, 11]","[5, 10, 11, 12, 17, 19]"
12064,"[5, 6, 7, 0, 1, 2, 19, 13, 13, 0, 0, 18, 8, 16, 4, 4, 6, 4, 7, 0]","[5, 7, 12, 13, 15, 17]"
12065,"[0, 9, 0, 16, 7, 17, 0, 13, 0, 0, 0, 15, 8, 10, 4, 0, 0, 16, 0, 0]","[5, 6, 12, 13, 18]"
12066,"[0, 0, 11, 18, 0, 0, 5, 0, 20, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9]","[7, 10, 20]"
12067,"[0, 13, 7, 16, 7, 2, 3, 13, 0, 0, 3, 15, 0, 10, 0, 1, 6, 16, 0, 13]","[5, 11, 12, 17, 18, 20]"
12068,"[5, 6, 0, 0, 0, 17, 0, 13, 0, 14, 3, 0, 0, 16, 0, 1, 0, 16, 0, 0]","[6, 8, 10, 11, 18]"
12069,"[5, 0, 7, 0, 0, 0, 5, 0, 0, 14, 9, 0, 0, 0, 0, 14, 0, 0, 2, 2]","[7, 11, 16, 19]"
12070,"[16, 20, 0, 18, 7, 17, 3, 13, 0, 0, 0, 0, 9, 0, 16, 0, 6, 16, 2, 0]","[7, 8, 17, 18, 19]"
12071,"[0, 0, 7, 0, 0, 2, 3, 13, 13, 14, 0, 18, 0, 10, 16, 0, 6, 0, 7, 0]","[9, 10, 12, 15, 17, 19]"
12072,"[5, 0, 7, 0, 7, 2, 0, 0, 20, 14, 20, 0, 8, 0, 0, 14, 6, 0, 7, 0]","[1, 13, 16, 17, 19]"
12073,"[16, 6, 11, 16, 1, 17, 3, 0, 11, 14, 20, 0, 8, 0, 12, 18, 6, 0, 0, 0]","[5, 7, 9, 10, 13, 15, 17]"
12074,"[5, 20, 11, 18, 0, 2, 3, 13, 2, 0, 3, 18, 0, 10, 0, 15, 6, 12, 7, 13]","[1, 11, 14, 16, 17, 18, 19, 20]"
12075,"[5, 9, 0, 15, 0, 17, 0, 13, 2, 0, 0, 18, 9, 10, 16, 14, 6, 16, 0, 0]","[1, 12, 13, 14, 17]"
12076,"[16, 20, 0, 15, 0, 2, 3, 13, 13, 14, 0, 18, 9, 0, 4, 0, 0, 16, 0, 2]","[6, 7, 8, 10, 12, 15]"
12077,"[5, 6, 11, 16, 1, 0, 19, 0, 0, 14, 3, 0, 9, 4, 12, 15, 6, 0, 7, 9]","[3, 5, 7, 10, 13, 15, 17]"
12078,"[0, 0, 0, 14, 1, 17, 5, 0, 13, 14, 20, 15, 0, 4, 12, 18, 0, 0, 0, 2]","[6, 7, 11, 15, 16]"
12079,"[5, 0, 0, 18, 0, 2, 19, 13, 0, 14, 0, 0, 2, 16, 12, 18, 6, 12, 0, 0]","[7, 13, 15, 16, 17]"
12080,"[16, 0, 11, 0, 0, 17, 0, 0, 13, 14, 0, 0, 2, 16, 16, 18, 0, 0, 7, 0]","[6, 9, 10, 15, 19]"
12081,"[16, 0, 7, 16, 0, 0, 3, 13, 0, 14, 9, 18, 9, 0, 4, 15, 0, 16, 0, 9]","[3, 8, 10, 11, 12, 15]"
12082,"[16, 9, 7, 0, 0, 2, 3, 13, 11, 14, 9, 18, 9, 4, 12, 18, 6, 4, 7, 2]","[1, 8, 10, 11, 12, 17, 19]"
12083,"[16, 0, 0, 15, 7, 2, 19, 0, 0, 14, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0]","[1, 5, 10, 11, 17]"
12084,"[16, 0, 11, 0, 1, 2, 3, 0, 0, 0, 0, 18, 0, 10, 16, 0, 6, 12, 7, 0]","[5, 7, 14, 17, 18]"
12085,"[16, 6, 0, 18, 0, 17, 19, 13, 2, 0, 0, 0, 0, 16, 0, 0, 6, 0, 0, 0]","[7, 9, 14, 17]"
12086,"[16, 20, 7, 15, 7, 17, 0, 13, 0, 0, 20, 18, 8, 0, 16, 0, 0, 0, 2, 0]","[5, 6, 8, 11, 12, 15]"
12087,"[5, 13, 0, 18, 0, 0, 3, 13, 0, 0, 0, 18, 20, 0, 12, 0, 6, 0, 0, 0]","[4, 7, 13, 15, 17]"
12088,"[5, 6, 11, 14, 0, 0, 5, 0, 2, 0, 0, 18, 0, 0, 16, 1, 6, 4, 0, 13]","[7, 12, 15, 17, 20]"
12089,"[0, 0, 0, 15, 0, 2, 19, 13, 0, 14, 3, 0, 20, 4, 0, 14, 6, 4, 2, 9]","[8, 10, 11, 17, 18, 19]"
12090,"[0, 9, 0, 18, 1, 2, 5, 13, 20, 0, 20, 0, 8, 4, 12, 14, 6, 12, 7, 13]","[8, 11, 16, 17, 18, 19]"
12091,"[16, 0, 0, 18, 1, 2, 0, 13, 11, 14, 3, 18, 0, 16, 4, 18, 0, 4, 7, 0]","[5, 6, 8, 10, 11, 12, 15]"
12092,"[16, 6, 0, 16, 1, 2, 0, 13, 2, 14, 3, 18, 9, 16, 0, 14, 0, 16, 7, 13]","[5, 6, 8, 11, 12, 14]"
12093,"[5, 6, 11, 0, 1, 2, 3, 0, 20, 14, 0, 15, 2, 0, 16, 0, 6, 12, 2, 0]","[5, 7, 10, 17, 18, 19]"
12094,"[0, 0, 0, 0, 0, 17, 3, 0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 11]","[6, 7, 14, 20]"
12095,"[5, 13, 7, 18, 0, 2, 0, 0, 2, 14, 3, 15, 0, 4, 0, 4, 0, 0, 0, 0]","[1, 9, 11, 12, 14]"
12096,"[0, 0, 11, 18, 0, 0, 3, 13, 2, 14, 0, 0, 2, 16, 0, 0, 0, 4, 7, 2]","[8, 10, 18, 19]"
12097,"[5, 13, 7, 15, 0, 2, 19, 0, 20, 0, 20, 0, 0, 0, 4, 1, 0, 4, 2, 0]","[1, 3, 6, 11, 18]"
12098,"[0, 19, 11, 0, 7, 17, 0, 0, 13, 0, 0, 15, 20, 0, 0, 0, 6, 4, 2, 0]","[5, 12, 13, 17, 18]"
12099,"[5, 0, 7, 14, 0, 2, 0, 13, 0, 14, 20, 15, 2, 4, 16, 14, 0, 0, 2, 13]","[1, 3, 6, 8, 11, 12, 14]"
